rcaCode,rcaName,rcaEnvDom,rcaZType,rcaSpZTyp,rcaParameterN,rcaParameterP,rcaParameterM,rcaParameterOther,rcaArt58DateDesign,rcaDateArt58,rcaRemarks,rcaHyperlink,rcaBeginLife,rcaEndLife,ReportNetEnvelopeFileId
ESCM599,Area de captación de la zona Embalse de Sau,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM600,Area de captación de la zona Riera de Rupit desde cabecera y Embalse de Susqueda,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM601,"Area de captación de la zona El Llobregat desde cabecera y Embalse de la Baells, incluidos El Bastareny, El Saldes, El Mergançol y otros",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM604,Area de captación de la zona Embalse de Foix,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM605,Area de captación de la zona Embalse de Gorg Blau,,UWWCMSA,A523,1,0,0,0,,,,,,,60330
ESCM606,Area de captación de la zona Embalse de Cúber,,UWWCMSA,A523,1,0,0,0,,,,,,,60330
ESCM607,Area de captación de la zona Embalse de Ibai-Eder,,UWWCMSA,A523,1,0,0,0,,,,,,,60330
ESCM1195,Area de captación de la zona Humedales Empordà-Riu Vell,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM1196,Area de captación de la zona Laguna de la Platja Castell,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM608,Area de captación de la zona Embalse de Urkulu,,UWWCMSA,A523,1,0,0,0,,,,,,,60330
ESCM609,Area de captación de la zona Embalse de Aixola,,UWWCMSA,A523,1,0,0,0,,,,,,,60330
ESCM610,Area de captación de la zona Embalse de Barrendiola,,UWWCMSA,A523,1,0,0,0,,,,,,,60330
ESCM611,Area de captación de la zona Embalse del Milagro,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM612,Area de captación de la zona Embalse del Charco del Cura (Puente nuevo),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM613,Area de captación de la zona Embalse de Alcora,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM618,Area de captación de la zona Embalse de Balaguer,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM619,Area de captación de la zona Embalse de Zalamea,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM622,Area de captación de la zona Frente litoral del Parque Natural de l'Albufera,,UWWCMSA,A523,1,1,1,0,,,,,,,60330
ESCM623,Area de captación de la zona Frente litoral del Parque Natural del Montgó,,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM624,Area de captación de la zona Frente litoral del Parque Natural del Penyal d'Ifac,,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM625,Area de captación de la zona Frente litoral del Parque Natural de Las Salinas de Santa Pola,,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM626,Area de captación de la zona Ría de Pontevedra,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM636,Area de captación de la zona Bahía de Cullera,,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM646,Area de captación de la zona Marismas de Santoña,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM627,Area de captación de la zona Mar Menor,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM647,Area de captación de la zona Marismas de Victoria,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM648,Area de captación de la zona Marismas de Joyel,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM649,Area de captación de la zona Albufera de Son Bou (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM676,Area de captación de la zona Cala Llonga (Ibiza),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM677,Area de captación de la zona Cala Vedella (Ibiza),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM678,Area de captación de la zona Bahía de Portmany (Ibiza),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM679,Area de captación de la zona Cala de Sant Vicent (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM680,Area de captación de la zona Cala Llenya (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM655,Area de captación de la zona El Hondo de Elche-Crevillente,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM681,Area de captación de la zona Es Canar (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM682,Area de captación de la zona Bahía de Talamanca (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM683,Area de captación de la zona Platja d'en Bossa - Figueretes,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM684,Area de captación de la zona Es Codolar (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM660,Area de captación de la zona Lago de Banyoles,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM661,Area de captación de la zona s'Estany Pudent (Formentera),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM662,Area de captación de la zona s'Estany des Peix (Formentera),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM663,Area de captación de la zona Estanys de sa Sal Rossa (Ibiza),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM664,Area de captación de la zona Ses Salines - Estany des Cavallet (Ibiza),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM685,Area de captación de la zona Es Jondal (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM686,Area de captación de la zona Port des Porroig (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM995,Area de captación de la zona Ría de Ferrol,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM748,Area de captación de la zona Bahía de Ibiza,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM996,Area de captación de la zona Bahía d'Alcúdia (2) (Mallorca),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM758,Area de captación de la zona Por de Maó (Menorca),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM762,Area de captación de la zona Lagunas de Torrevieja y La Mata,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM830,Area de captación de la zona Parque Natural de Cazorla I,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM837,Area de captación de la zona Embalse de Anchuricas (Cazorla II),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM840,Area de captación de la zona Embalse de Torremocha,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM841,Area de captación de la zona Embalse de Montehermoso,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM842,Area de captación de la zona Embalse del Molino de la Hoz,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM843,Area de captación de la zona Embalse de Madroñeras,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM844,Area de captación de la zona Embalse del Rey,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM845,Area de captación de la zona Embalse de La Cumbre,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM846,Area de captación de la zona Parque Nacional de Doñana y su entorno,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM850,Area de captación de la zona Embalse de Alqueva,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM988,Area de captación de la zona El Gaià desde Pontils y Embalse de El Catllar,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM991,Area de captación de la zona Cala Santa María (Cabrera),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM2000,Area de captación de la zona Embalse de Pocinho,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM366,Area de captación de la zona Río Cuerpo de Hombre (desde el nacimiento hasta Montemayor del Río),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM441,Area de captación de la zona Parque Natural del Oyambre,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM376,Area de captación de la zona Cuencas hidrográficas de los ríos Aguas y Antas,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM378,"Area de captación de la zona Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM379,"Area de captación de la zona El Cardener desde Súria hasta el final, incluidas las rieras de Navel y de l'Hospital",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM380,"Area de captación de la zona Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM381,"Area de captación de la zona El Río Daró desde La Bisbal d'Empordà hasta el mar y Basses d'en Coll, incluidos el Río Rissec, la Riera Nova y la Riera Grossa",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM382,Area de captación de la zona El Río Fluvià desde la zona de Olot hasta aguas abajo de Besalú,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM1022,Area de captación de la zona Laguna del Prado o Inesperada,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM1023,Area de captación de la zona Laguna del Taray de Pedroñeras,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM1024,Area de captación de la zona Laguna del Taray de Quero,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM1025,Area de captación de la zona Laguna Larga,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM1027,Area de captación de la zona Río Albaida (desde el Río Cànyoles hasta el Río Barcheta),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM1028,Area de captación de la zona Río Valdemembra (desde Motilla del Palancar hasta Quintanar del Rey),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM1029,Area de captación de la zona Río Vinalopó (desde la Acequia del Rey hasta Sax),,UWWCMSA,A523,1,1,1,0,,,,,,,60330
ESCM1030,Area de captación de la zona Embalse de Castrelo,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM1031,Area de captación de la zona Embalse de Santiago,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM1032,Area de captación de la zona Rambla del Albujón,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM672,Area de captación de la zona La Charca de Maspalomas,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM689,Area de captación de la zona Bahía del Port de Sant Miquel y Benirràs (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM438A,Area de captación de la zona El Fangar,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM438B,Els Alfacs,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM667,Area de captación de la zona Es Salobrar de Campos (Mallorca),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM668,Area de captación de la zona Presa de la Encantadora,,UWWCMSA,A523,1,0,0,0,,,,,,,60330
ESCM687,Area de captación de la zona Cala Bassa (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM2011,Area de captación de la zona Lagunas de Ruidera,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM2012,Area de captación de la zona Embalse de Miranda,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM2013,Area de captación de la zona Embalse de Tanes y Embalse de Rioseco,,UWWCMSA,A523,0,1,0,0,,,,,20180101,,60330
ESCM2014,Area de captación de la zona Embalse de Espinar y Embalse de Tejo,,UWWCMSA,A523,0,1,0,0,,,,,20180101,,60330
ESCM2015,Area de captación de la zona Embalse de Fuentes Claras y Embalse de Castro de Las Cogotas,,UWWCMSA,A523,0,1,0,0,,,,,20180101,,60330
ESCM483,Area de captación de la zona Embalse de Ardisa,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM484,Area de captación de la zona Embalse de Mequinenza,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM487,Area de captación de la zona Embalse de Alfilorios,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM488,Area de captación de la zona Embalse del Ebro,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM489,Area de captación de la zona Embalse de Guajaraz,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM490,Area de captación de la zona Embalse del Torcón,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM491,Area de captación de la zona Embalse de El Vado,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM492,Area de captación de la zona Embalse de La Portiña,,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM690,Area de captación de la zona Xarraca (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM691,Area de captación de la zona Cala de Portinatx (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM693,Area de captación de la zona Bahía d'es Grau (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM697,Area de captación de la zona Cala en Porter (Menorca),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM698,Area de captación de la zona Cala Trebalúger (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM699,Area de captación de la zona Cala Galdana (Menorca),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM700,Area de captación de la zona Cala Macarella (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM701,Area de captación de la zona Cala en Turqueta (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM702,Area de captación de la zona Bahía de Son Saura (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM703,Area de captación de la zona Cala en Bosch (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM704,Area de captación de la zona Cala Blanca (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM705,Area de captación de la zona Port de Ciutadella y Cala des Degollador (Menorca),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM706,Area de captación de la zona Bahía de l'Arenal d'en Castell - Son Saura (Menorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM707,Area de captación de la zona Bahía de Binissafúller (Menorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM708,Area de captación de la zona Cala Morell (Menorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM709,Area de captación de la zona Cala d'Algariens (Menorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM710,Area de captación de la zona Cala Tirant (Menorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM711,Area de captación de la zona Bahía d'Alcúdia (1) (Mallorca),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM692,Area de captación de la zona Bahía de Fornells (Menorca),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM712,Area de captación de la zona Cala Murta (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM694,Area de captación de la zona Cala Sant Esteve (Menorca),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM695,Area de captación de la zona Cala Canutells (Menorca),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM696,Area de captación de la zona Cala Coves (Menorca),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM713,Area de captación de la zona Cala Anguila - Cala Mendia (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM714,Area de captación de la zona Cala Barques (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM715,Area de captación de la zona Cala Magraner - Cala Virgili (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM716,Area de captación de la zona Portocolom - Cala Marçal (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM717,Area de captación de la zona Cala Mitjana (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM718,Area de captación de la zona Porto Preto (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM719,Area de captación de la zona Bahía de Cala Mondragó (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM720,Area de captación de la zona Cala Figuera (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM721,Area de captación de la zona Cala Pi - Cala Beltràn (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM722,Area de captación de la zona Bahía de Peguera y Santa Ponça (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM723,Area de captación de la zona Port d'Andratx (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM724,Area de captación de la zona Port de Sóller (Mallorca),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM725,Area de captación de la zona Cala Sant Vicenç (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM726,Area de captación de la zona Cala Ratjada (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM727,Area de captación de la zona Font de sa Cala (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM728,Area de captación de la zona Bahía de Canyamel (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM729,Area de captación de la zona Bahía de sa Coma - S'Illot (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM730,Area de captación de la zona Cala Morlanda (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM731,Area de captación de la zona Cala Santanyí - Cala Llombards (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM732,Area de captación de la zona Bahía de la Platja des Caragol (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM733,Area de captación de la zona Cala en Tugores (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM734,Area de captación de la zona Port de Sant Jordi - Els Dolç - Es Carbó (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM735,Area de captación de la zona Bahía de Palma (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM736,Area de captación de la zona Cala de ses Penyes Rotges (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM737,Area de captación de la zona Bahía de Camp de Mar (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM738,Area de captación de la zona Bahía de Sant Elm (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM739,Area de captación de la zona Cala de Deià (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM740,Area de captación de la zona Cala Tuent (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM742,Area de captación de la zona Es Port (Cabrera),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM744,Area de captación de la zona Bahía del Port de La Savina (Formentera),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM745,Area de captación de la zona Bahía de Cala Millor (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM746,Area de captación de la zona Cala de sa Calobra (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM747,Area de captación de la zona Bahía de Pollença (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM749,Area de captación de la zona Cala Salada (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM628,Area de captación de la zona LIC Mar de Las Calmas (El Hierro),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM629,Area de captación de la zona LIC Franja Marina del Valle Gran Rey (La Gomera),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM630,Area de captación de la zona LIC Charco del Conde (La Gomera),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM631,Area de captación de la zona LIC Charco de Cieno (La Gomera),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM632,Area de captación de la zona LIC Franja Marina de Fuencaliente (La Palma),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM633,Area de captación de la zona LIC Franja Marina Teno-Rasca (Tenerife),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM634,Area de captación de la zona LIC Los Sebadales de La Graciosa (Lanzarote),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM635,Area de captación de la zona LIC Los Sebadales de Guasimeta (Lanzarote),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM643,Area de captación de la zona LIC Playa del Matorral (Fuerteventura),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM644,Area de captación de la zona LIC Playas de Sotavento de Jandía,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM645,Area de captación de la zona LIC Los Sebadales de Corralejo (Fuerteventura),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM669,Area de captación de la zona Franja costera del Parque Nacional de Timanfaya,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM670,Area de captación de la zona Sitio de Interés Científico de Janubio,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM673,Area de captación de la zona Bahía interior de la playa de Las Canteras,,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM761,Area de captación de la zona LIC Los Jameos (Lanzarote),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM750,Area de captación de la zona Cala Nova (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM751,Area de captación de la zona Bahía de Santa Eulària des Riu (Ibiza),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM752,Area de captación de la zona Cala de s'Àguila (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM753,Area de captación de la zona Port de Manacor (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM754,Area de captación de la zona Cales de Mallorca (entre Cala Antena y Cala Murada),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM755,Area de captación de la zona Cala sa Nau (Mallorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM756,Area de captación de la zona Cala Ferrera - Cala d'Or (Mallorca),,UWWCMSA,A523,1,0,1,0,,,,,,,60330
ESCM757,Area de captación de la zona Bahía d'es Trenc - Sa Ràpita (Mallorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM759,Area de captación de la zona Cala Santandria (Menorca),,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM760,Area de captación de la zona Bahía d'Addaia (Menorca),,UWWCMSA,A523,0,1,1,0,,,,,,,60330
ESCM820,"Area de captación de la zona Calas Tarida, Corral y Codolar (Ibiza)",,UWWCMSA,A523,0,0,1,0,,,,,,,60330
ESCM743,Area de captación de la zona L'Olla (Cabrera),,UWWCMSA,A523,0,1,0,0,,,,,,,60330
ESCM383,"Area de captación de la zona El Río Foix desde Sant Martí Sarroca hasta el embalse de Foix, con las rieras de Llitrà, Marmellar y Pontons",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM384,Area de captación de la zona El Francolí desde l'Espluga de Francolí hasta el mar,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM385,"Area de captación de la zona El Gaià desde cabecera hasta Pontils, incluido el Torrent de Riudeboix",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM386,Area de captación de la zona El Ges desde Sant Pere de Torelló hasta El Ter,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM388,"Area de captación de la zona El Gurri desde Seva hasta El Ter, incluido El Mèder y las Rieras de Tona, Rimentol, y El Rigat",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM389,"Area de captación de la zona Rieras de Oix, de Beget, y Sant Aniol, y el Río Llierca hasta el Río Fluvià",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM1197,"Area de captación de la zona Humedales de la Murtra, La Vidasla, La Filipina i El Remolar",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM390,"Area de captación de la zona El Llobregat desde Berga hasta el mar, la Riera de Rubí y la Riera de Les Arenes, Laguna de Cal Tet y laguna de Ca l'Arana",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM391,"Area de captación de la zona El Río Llobregat d'Empordà desde La Jonquera hasta el final, incluidas la Riera de Torrelles y el Río de la Guilla",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM392,"Area de captación de la zona Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM393,"Area de captación de la zona Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM394,"Area de captación de la zona Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM395,"Area de captación de la zona El Ter desde El Ges hasta el Mar (menos los embalses), y las rieras Major y d'Espinelves",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM396,Area de captación de la zona El Terri desde Banyoles hasta El Ter,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM397,"Area de captación de la zona El Anoia desde Igualada hasta El Llobregat, incluida la Riera de Castellolí",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM398,"Area de captación de la zona l'Onyar desde cabecera hasta El Ter, incluidos el Bugantó y El Celrè",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM399,"Area de captación de la zona La Muga desde El Llobregat de La Muga hasta el mar, El Manol, la Riera Figueres, El Rissec, Rec de Cistella",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM400,"Area de captación de la zona El Tordera desde Sant Esteve de Palautordera hasta el mar, y la Riera de Arbúcies",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM401,Area de captación de la zona La Riera de Àlguema desde la zona de Navata hasta el final,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM405,Area de captación de la zona La Riera de Bianya,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM406,Area de captación de la zona La Riera de Breda desde cabecera hasta El Tordera,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM408,"Area de captación de la zona Todos los cursos de agua continuos (Cuenca del Besòs), excluidos el Río Sec y l'Avencó",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM410,Area de captación de la zona Riera de Castellnou desde Moià hasta el final,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM414,"Area de captación de la zona Torrent dels Brivons, Riera de Santa Fe y Riera de Lavernó hasta el Anoia",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM415,Area de captación de la zona Riera de La Golarda desde aguas abajo de Castellterçol hasta Monistrol de Calders,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM419,Area de captación de la zona El Riudaura desde Riudaura hasta el final,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM420,Area de captación de la zona La Riera de Riudebitlles desde Torrelavit hasta El Anoia,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM422,Area de captación de la zona Riera de les Gorgues,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM423,"Area de captación de la zona La Acequia de Sils desde Caldes hasta la Riera de Santa Coloma, la Riera de Pins y la Riera del Reclar, y Lago de Sils",,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM424,Area de captación de la zona El Sorreig desde Sobremunt hasta El Ter,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
ESCM425,Area de captación de la zona La Riera de Vallgorguina desde Vallgorguina hasta La Tordera,,UWWCMSA,A523,1,1,0,0,,,,,,,60330
