ReportNetEnvelopeFileId,flatpComments,flatpEUFund,flatpEUFundName,flatpExpCapacity,flatpExpecDateCompletion,flatpExpecDatePerformance,flatpExpecDateStart,flatpExpecDateStartWork,flatpExpecTreatment,flatpExpLoad,flatpExpLoadTruck,flatpInv,flatpLoan,flatpLoanName,flatpMeasures,flatpOtherFund,flatpOtherFundName,flatpReasons,flatpStatus,flarepCode,uwwCode,uwwName
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3201,20291231,20301231,20241231,20251231,2,3201,,2.38,,,construction of WWTP,2.38,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO59077_00_01,Kanalizacia Parvomay
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3128,20291231,20301231,20241231,20251231,2,3128,,4.4,,,construction of WWTP,4.4,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGWT37863_00_01,UWWTP Koynare
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3121,20291231,20301231,20241231,20251231,2,3121,,2.32,,,construction of WWTP,2.32,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO15151_00_01,Kanalizacia Glodzhevo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3107,20291231,20301231,20241231,20251231,2,3107,,2.25,,,construction of WWTP,2.25,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO72816_00_01,Kanalizacia Topolchane
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3098,20291231,20301231,20241231,20251231,2,3098,,2.42,,,construction of WWTP,2.42,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO77308_00_01,Kanalizacia Tsar Kaloyan
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3096,20291231,20301231,20241231,20251231,2,3096,,2.34,,,construction of WWTP,2.34,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO14492_00_01,Kanalizacia Kresna
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3043,20291231,20301231,20241231,20251231,2,3043,,2.33,,,construction of WWTP,2.33,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO49494_00_01,Kanalizacia Maglizh
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3036,20291231,20301231,20241231,20251231,2,3036,,2.22,,,construction of WWTP,2.22,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO62640_00_01,Kanalizacia Ribnovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,3026,20291231,20301231,20241231,20251231,2,3026,,2.3,,,construction of WWTP,2.3,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO70723_00_01,Kanalizacia Selanovtsi
60373,Project to be implemented after regional feasibility study,,,2999,20291231,20301231,20241231,20251231,2,2999,,2.41,,,construction of WWTP,2.41,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO23409_00_01,Kanalizacia Dragoman
60373,Project to be implemented after regional feasibility study,,,2991,20291231,20301231,20241231,20251231,2,2991,,2.86,,,construction of WWTP,2.86,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO15309_00_01,Kanalizacia Godech
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2989,20291231,20301231,20241231,20251231,2,2989,,2.41,,,construction of WWTP,2.41,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO40292_00_01,Kanalizacia Kran
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2976,20291231,20301231,20241231,20251231,2,2976,,2.3,,,construction of WWTP,2.3,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO03504_00_01,Kanalizacia Belitsa
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2973,20291231,20301231,20241231,20251231,2,2973,,1.88,,,construction of WWTP,1.88,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO03825_00_01,Kanalizacia Benkovski
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2963,20291231,20301231,20241231,20251231,2,2963,,1.9,,,reconstruction/building new UWWTP,1.9,Flag Fund/National budget/own funds,"Old and not well-behaving facilities, Absence of tertiary treatment (N and P removal)",NC,BG2022,BGWT83017_00_01,UWWTP Shabla
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2942,20291231,20301231,20241231,20251231,2,2942,,2.43,,,construction of WWTP,2.43,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO51679_00_01,Kanalizacia Nikolovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2890,20291231,20301231,20241231,20251231,2,2890,,1.88,,,construction of WWTP,1.88,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO75188_00_01,Kanalizacia Ustina
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2865,20291231,20301231,20241231,20251231,2,2865,,1.9,,,construction of WWTP,1.9,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO07106_01_01,Kanalizacia Busmantsi
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2858,20291231,20301231,20241231,20251231,2,2858,,2.14,,,construction of WWTP,2.14,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO47086_00_01,Kanalizacia Manole
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2842,20291231,20301231,20241231,20251231,2,2842,,2.21,,,construction of WWTP,2.21,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO87240_00_01,Kanalizacia Yagodovo
60373,Project to be implemented after regional feasibility study,,,2816,20291231,20301231,20241231,20251231,2,2816,,2.2,,,construction of WWTP,2.2,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO18099_00_01,Kanalizacia Gulyantsi
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2812,20291231,20301231,20241231,20251231,2,2812,,2.16,,,construction of WWTP,2.16,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO35496_00_01,Kanalizacia Kalofer
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2809,20291231,20301231,20241231,20251231,2,2809,,2.16,,,construction of WWTP,2.16,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO40004_00_01,Kanalizacia Krumovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2803,20291231,20301231,20241231,20251231,2,2803,,2.19,,,construction of WWTP,2.19,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO10820_00_01,Kanalizacia Vetren
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2772,20291231,20301231,20241231,20251231,2,2772,,2.1,,,construction of WWTP,2.1,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO18157_00_01,Kanalizacia Gurkovo
60373,Project to be implemented after regional feasibility study,,,2765,20291231,20301231,20241231,20251231,2,2765,,3.32,,,construction of WWTP,3.32,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGWT51723_00_01,UWWTP Nikopol
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2749,20291231,20301231,20241231,20251231,2,2749,,2.08,,,construction of WWTP,2.08,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO05339_00_01,Kanalizacia Bolyartsi
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2747,20291231,20301231,20241231,20251231,2,2747,,2.31,,,construction of WWTP,2.31,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO52221_00_01,Kanalizacia Novo selo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2744,20291231,20301231,20241231,20251231,2,2744,,1.85,,,construction of connection to WWTP,1.85,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO80409_00_01,Kanalizacia Chepintsi
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2743,20291231,20301231,20241231,20251231,2,2743,,2.85,,,construction of WWTP,2.85,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO87031_00_01,Kanalizacia Yablanovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2743,20291231,20301231,20241231,20251231,2,2743,,2.11,,,construction of WWTP,2.11,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO00254_00_01,Kanalizacia Aleko Konstantinovo
60373,Project to be implemented after regional feasibility study,,,2739,20291231,20301231,20241231,20251231,2,2739,,1.62,,,construction of WWTP,1.62,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGWT55782_00_01,UWWTP Iskar
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2711,20291231,20301231,20241231,20251231,2,2711,,2.13,,,construction of WWTP,2.13,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO02693_00_01,Kanalizacia Banya
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2669,20291231,20301231,20241231,20251231,2,2669,,1.57,,,construction of WWTP,1.57,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO39846_00_01,Kanalizacia Krivodol
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2650,20291231,20301231,20241231,20251231,2,2650,,2.9,,,construction of WWTP,2.9,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO02837_00_01,Kanalizacia Batak
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2639,20291231,20301231,20241231,20251231,2,2639,,3.35,,,construction of connection to WWTP,3.35,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO07140_00_01,Kanalizacia Buhovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2638,20291231,20301231,20241231,20251231,2,2638,,2.04,,,construction of WWTP,2.04,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO35300_00_01,Kanalizacia Kalekovets
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2633,20291231,20301231,20241231,20251231,2,2633,,2.32,,,construction of WWTP,2.32,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO07116_00_01,Kanalizacia Butan
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2624,20291231,20301231,20241231,20251231,2,2624,,2.81,,,construction of WWTP,2.81,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO48043_00_01,Kanalizacia Mizia
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,150000,20291231,20301231,20241231,20251231,3NP,71203,,2.41,,,building more stringent treatment (N and P),2.41,Flag Fund/National budget/own funds,Absence of tertiary treatment (N and P),NC,BG2022,BGWT55155_00_01,UWWTP Pazardzhik
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2608,20291231,20301231,20241231,20251231,2,2608,,2.16,,,construction of WWTP,2.16,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO30065_00_01,Kanalizacia Zavet
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2607,20291231,20301231,20241231,20251231,2,2607,,2.24,,,construction of WWTP,2.24,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO65139_00_01,Kanalizacia Sadovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2601,20291231,20301231,20241231,20251231,2,2601,,2.1,,,construction of WWTP,2.1,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO00014_00_01,Kanalizacia Ablanica
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2599,20291231,20301231,20241231,20251231,2,2599,,2.09,,,construction of WWTP,2.09,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO12499_00_01,Kanalizacia Vylkosel
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2579,20291231,20301231,20241231,20251231,2,2579,,1.84,,,construction of WWTP,1.84,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO11845_00_01,Kanalizacia Vojvodinovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2576,20291231,20301231,20241231,20251231,2,2576,,2.19,,,connection to existing UWWTP,0.5,,Absence of UWWTP,NC,BG2022,BGCO22232_00_01,Kanalizacia Dolna Oriahovica
60373,Project to be implemented after regional feasibility study,,,2572,20291231,20301231,20241231,20251231,2,2572,,2.42,,,construction of WWTP,2.42,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO38916_00_01,Kanalizacia Kostenets
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2551,20291231,20301231,20241231,20251231,2,2551,,2.06,,,construction of WWTP,2.06,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO40717_00_01,Kanalizacia Kurtovo konare
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2548,20291231,20301231,20241231,20251231,2,2548,,2,,,construction of WWTP,2,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO35523_00_01,Kanalizacia Kaloyanovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2528,20291231,20301231,20241231,20251231,2,2528,,2.04,,,construction of WWTP,2.04,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO20331_00_01,Kanalizacia Debren
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2521,20291231,20301231,20241231,20251231,2,2521,,2.07,,,construction of WWTP,2.07,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO23008_00_01,Kanalizacia Dorkovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2518,20291231,20301231,20241231,20251231,2,2518,,2.11,,,construction of WWTP,2.11,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO62671_00_01,Kanalizacia Rila
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2500,20291231,20301231,20241231,20251231,2,2500,,2.18,,,construction of WWTP,2.18,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO18505_00_01,Kanalizacia Glozhene
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2493,20291231,20301231,20241231,20251231,2,2493,,2.05,,,construction of WWTP,2.05,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO68998_00_01,Kanalizacia Staro Oryahovo
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2489,20291231,20301231,20241231,20251231,2,2489,,1.24,,,connection to existing UWWTP,1.24,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO65601_00_01,Kanalizacia Svetovrachene
60373,"The deadline will be updated with National investment plan, in fulfillment of the ""enabling conditions"" according to the Multiannual Financial Framework 2021-2027",,,2488,20291231,20301231,20241231,20251231,2,2488,,2.15,,,construction of WWTP,2.15,Flag Fund/National budget/own funds,Absence of UWWTP,NC,BG2022,BGCO40525_00_01,Kanalizacia Kula
